url,artist,title,year
https://www.youtube.com/watch?v=0zGcUoRlhmw,The Chainsmokers,Closer,2016
https://www.youtube.com/watch?v=FM7MFYoylVs,The Chainsmokers,Something Just Like This,2017
https://www.youtube.com/watch?v=EfK-WX2pa8c,The Clash,London Calling,1979
https://www.youtube.com/watch?v=xMaE6toi4mk,The Clash,Should I Stay or Should I Go,1982
https://www.youtube.com/watch?v=HRA3majpFXI,The Coasters,Yakety Yak,1956
https://www.youtube.com/watch?v=6Ejga4kJUts,The Cranberries,Zombie,1994
https://www.youtube.com/watch?v=G6Kspj3OO0s,The Cranberries,Linger,1993
https://www.youtube.com/watch?v=n3nPiBai66M,The Cure,Just Like Heaven,1987
https://www.youtube.com/watch?v=ks_qOI0lzho,The Cure,Lovesong,1989
https://www.youtube.com/watch?v=xik-y0xlpZ0,The Cure,A Forest,1980
https://www.youtube.com/watch?v=mGgMZpGYiy8,The Cure,Friday I’m in Love,1992
https://www.youtube.com/watch?v=scif2vfg1ug,The Cure,In Between Days,1985
https://www.youtube.com/watch?v=qLiZXn1jP1U,The Cure,Boys Don’t Cry,1979
https://www.youtube.com/watch?v=7G2-FPlvY58,The Doors,Riders on the Storm,1971
https://www.youtube.com/watch?v=AgHaGrZkkv4,The Doors,People Are Strange,1967
https://www.youtube.com/watch?v=gdnzBNMfZfo,The Doors,Break On Through,1967
https://www.youtube.com/watch?v=TMiAQPABgHA,The Doors,L.A. Woman,1972
https://www.youtube.com/watch?v=mbj1RFaoyLk,The Doors,Light My Fire,1967
https://www.youtube.com/watch?v=aelpqWEBHR4,The Eagles,Desperado,1973
https://www.youtube.com/watch?v=5igDtWadYms,The Eagles,Take It Easy,1980
https://www.youtube.com/watch?v=LRyrWN-fftE,The Everly Brothers,Bye Bye Love,1958
https://www.youtube.com/watch?v=y2bVIBwpCTA,The Jackson 5,I Want You Back,1969
https://www.youtube.com/watch?v=ho7796-au8U,The Jackson 5,ABC,1969
https://www.youtube.com/watch?v=Y5fBdpreJiU,The Killers,Somebody Told Me,2004
https://www.youtube.com/watch?v=gGdGFtwCNBE,The Killers,Mr. Brightside,2001
https://www.youtube.com/watch?v=ff0oWESdmH0,The Killers,When You Were Young,2006
https://www.youtube.com/watch?v=fTTsY-oz6Go,The Kinks,You Really Got Me,1964
https://www.youtube.com/watch?v=LemG0cvc4oU,The Kinks,Lola,1970
https://www.youtube.com/watch?v=p6xMOTjLIaY,The Moody Blues,Nights in White Satin,1967
https://www.youtube.com/watch?v=GCdwKhTtNNw,The Neighbourhood,Sweater Weather,2012
https://www.youtube.com/watch?v=vfBboBz3yoc,The Platters,Smoke Gets in Your Eyes,1955
https://www.youtube.com/watch?v=OMOGaugKpzs,The Police,Every Breath You Take,1983
https://www.youtube.com/watch?v=3T1c7GkzRQQ,The Police,Roxanne,1978
https://www.youtube.com/watch?v=MbXWrmQW-OE,The Police,Message in a Bottle,1979
https://www.youtube.com/watch?v=syvb2ERpux4,The Police,Wrapped Around Your Finger,1983
https://www.youtube.com/watch?v=7gwO8-oqwFw,The Rasmus,In the Shadows,2003
https://www.youtube.com/watch?v=S8PNXgLhkT0,The Rembrandts,I’ll Be There for You (Friends),1995
https://www.youtube.com/watch?v=O4irXQhgMqg,The Rolling Stones,Paint It Black,1966
https://www.youtube.com/watch?v=RcZn2-bGXqQ,The Rolling Stones,Angie,1973
https://www.youtube.com/watch?v=nrIPxlFzDi0,The Rolling Stones,(I Can't Get No) Satisfaction,1965
https://www.youtube.com/watch?v=4aeETEoNfOg,The Smashing Pumpkins,1979,1996
https://www.youtube.com/watch?v=siO6dkqidc4,The Smiths,There Is a Light That Never Goes Out,1986
https://www.youtube.com/watch?v=cJRP3LRcUFg,The Smiths,This Charming Man,1983
https://www.youtube.com/watch?v=hnpILIIo9ek,The Smiths,How Soon Is Now?,1984
https://www.youtube.com/watch?v=TOypSnKFHrE,The Strokes,Last Nite,2001
https://www.youtube.com/watch?v=knU9gRUWCno,The Strokes,Someday,2001
https://www.youtube.com/watch?v=b8-tXG8KrWs,The Strokes,Reptilia,2003
https://www.youtube.com/watch?v=une981B7Q4Y,The Supremes,Stop! In the Name of Love,1965
https://www.youtube.com/watch?v=y3KJ7d2qBoA,The Temptations,My Girl,1964
https://www.youtube.com/watch?v=1lyu1KKwC74,The Verve,Bitter Sweet Symphony,1997
https://www.youtube.com/watch?v=4NRXx6U8ABQ,The Weeknd,Blinding Lights,2019
https://www.youtube.com/watch?v=34Na4j8AVgA,The Weeknd,Starboy,2016
https://www.youtube.com/watch?v=XXYlFuWEuKI,The Weeknd,Save Your Tears,2020
https://www.youtube.com/watch?v=uPD0QOGTmMI,The Weeknd,Die for You,2016
https://www.youtube.com/watch?v=YQ-qToZUybM,The Weeknd,Die for You (Remix),2016
https://www.youtube.com/watch?v=0J2QdDbelmY,The White Stripes,Seven Nation Army,2003
https://www.youtube.com/watch?v=qN5zw04WxCc,The Who,My Generation,1965
https://www.youtube.com/watch?v=xMV6l2y67rk,The XX,Intro,2009
https://www.youtube.com/watch?v=_nW5AF0m9Zw,The XX,Angels,2012
https://www.youtube.com/watch?v=U5rLz5AZBIA,Timbaland,The Way I Are,2007
https://www.youtube.com/watch?v=GC5E8ie2pdM,Tina Turner,The Best,1989
https://www.youtube.com/watch?v=oGpFcHTxjZs,Tina Turner,What’s Love Got to Do with It,1987
https://www.youtube.com/watch?v=d4QnalIHlVc,Tina Turner,Private Dancer,1984
https://www.youtube.com/watch?v=GC5E8ie2pdM,Tina Turner,Simply the Best,1992
https://www.youtube.com/watch?v=FTQbiNvZqaY,Toto,Africa,1982
https://www.youtube.com/watch?v=htgr3pvBr-I,Toto,Hold the Line,1978
https://www.youtube.com/watch?v=iTEXmal1TjU,TSA,51,1982
https://www.youtube.com/watch?v=6uFftMcu1Xg,TSA,Trzy zapałki,1982
https://www.youtube.com/watch?v=pXRviuL6vMY,Twenty One Pilots,Stressed Out,2015
https://www.youtube.com/watch?v=Pw-0pbY9JeU,Twenty One Pilots,Ride,2015
https://www.youtube.com/watch?v=UprcpdwuwCg,Twenty One Pilots,Heathens,2016
https://www.youtube.com/watch?v=EM4vblG6BVQ,U2,Sunday Bloody Sunday,1983
https://www.youtube.com/watch?v=e3-5YC_oHjE,U2,Still haven't found what I'm looking for,1987
https://www.youtube.com/watch?v=ftjEcrrf7r0,U2,One,1983
https://www.youtube.com/watch?v=LHcP4MWABGY,U2,Pride (In the name of love),1984
https://www.youtube.com/watch?v=XC3ahd6Di3M,U2,Ordinary love,2013
https://www.youtube.com/watch?v=ujNeHIo7oTE,U2,With or Without You,1987
https://www.youtube.com/watch?v=e3-5YC_oHjE,U2,I Still Haven’t Found What I’m Looking For,1987
https://www.youtube.com/watch?v=ujNeHIo7oTE,U2,With or without you,1987
https://www.youtube.com/watch?v=SmJD-yU48wM,Urszula,"Dmuchawce, latawce, wiatr",1983
https://www.youtube.com/watch?v=uJ_1HMAGb4k,Vance Joy,Riptide,2013
https://www.youtube.com/watch?v=ZVF5x-YzUBY,Varius Manx,Orła cień,1996
https://www.youtube.com/watch?v=Xby1imQDs3E,Varius Manx,Pocałuj noc,1995
https://www.youtube.com/watch?v=SCIvOsw0O-M,Wilki,Baśka,2002
https://www.youtube.com/watch?v=FBhwK89YTSs,Video,Środa czwartek,2011
https://www.youtube.com/watch?v=3JWTaaS7LdU,Whitney Houston,I Will Always Love You,1992
https://www.youtube.com/watch?v=IYzlVDlE72w,Whitney Houston,Greatest Love of All,1985
https://www.youtube.com/watch?v=eH3giaIzONA,Whitney Houston,I Wanna Dance with Somebody,1987
https://www.youtube.com/watch?v=IYzlVDlE72w,Whitney Houston,Greatest Love of All,1985
https://www.youtube.com/watch?v=SCIvOsw0O-M,Wilki,Baśka,2000
https://www.youtube.com/watch?v=zYfRF74EeKM,Wojciech Gąssowski,M jak miłość,2000
https://www.youtube.com/watch?v=kxOLNFE3ttA,Wojciech Młynarski,Niedziela na Głównym,1966
https://www.youtube.com/watch?v=CYiGyaJyPMk,Young Leosia,Szklanki,2021
https://www.youtube.com/watch?v=csSefjNCXn0,Zakopower,Boso,2011
https://www.youtube.com/watch?v=rDQHzGpwQNk,Zbigniew Wodecki,Zacznij od Bacha,1994
https://www.youtube.com/watch?v=juhZQu2DiME,Zbigniew Wodecki,Pszczółka Maja,1999
https://www.youtube.com/watch?v=Ziqujo1O7rw,Zdzisława Sośnicka,Aleja gwiazd,1987
https://www.youtube.com/watch?v=Gg9cNGHl-bg,ZZ Top,La Grange,1973
https://www.youtube.com/watch?v=N6E2AEd1UUk,Stare Dobre Małżeństwo,Bieszczadzkie anioły,2000
https://www.youtube.com/watch?v=-puHrh9zW-0,Liroy,Impreza,1999
https://www.youtube.com/watch?v=LbqXzgpNp0Y,Wzgórze Ya-Pa 3,Ja mam to co Ty,1998
https://www.youtube.com/watch?v=zHu9JxKH8Rw,Grammatik,Friko,2000
https://www.youtube.com/watch?v=2LwK8W0f3-E,Eldo,Nie pytaj o Nią,2008
https://www.youtube.com/watch?v=FqHVgPQh9oU,Peja,Głucha Noc,2001
https://www.youtube.com/watch?v=gWCLIFDGbbA,Tede,Drin za drinem,2001
https://www.youtube.com/watch?v=-6VKNC8jgDY,WWO,Damy rade,2002
https://www.youtube.com/watch?v=ZFNw_W1bcoo,Sokół,Jednorożec,2021
https://www.youtube.com/watch?v=BGyhpUX0vpE,Quebonafide,Quebahombre,2017
https://www.youtube.com/watch?v=2O56teHeySE,Fenomen,Ludzie przeciwko ludziom,2003
https://www.youtube.com/watch?v=C3rnmJd8m-I,Grammatik,Każdy ma chwile,2000
https://www.youtube.com/watch?v=M2ApeEx_9e4,DonGuralesko,El Polako,2008
https://www.youtube.com/watch?v=ZLFXeLsyhYs,Małpa,Paznokcie,2009
https://www.youtube.com/watch?v=yGY7a3XKmjw,Kękę,Zrobiłeś to chłopak,2018
https://www.youtube.com/watch?v=C29_VoRrnss,Gedz,Bali,2019
https://www.youtube.com/watch?v=gYMSMDb86bo,Hifi Banda,Mieli Być Tu,2008
https://www.youtube.com/watch?v=7kHsddf-6es,Taconafide feat Bedoes,8 kobiet,2018
https://www.youtube.com/watch?v=U_1JvhG5NcE,Taco Hemingway,Wszystko jedno,2014
https://www.youtube.com/watch?v=AC5jjDHDg28,Oki,Jakie to uczucie?,2022
https://www.youtube.com/watch?v=1lfFF0joUqI,Kuban & Essex,Mała Mi,2015
https://www.youtube.com/watch?v=42Xjdy_gG_o,"KaeN feat. Cheeba, WdoWA",Zbyt Wiele,2014
https://www.youtube.com/watch?v=RjzujFoWxY8,K2 ft. Buka,1 moment,2014
https://www.youtube.com/watch?v=x7BtclKr5Jg,Paluch,Szaman,2016
https://www.youtube.com/watch?v=kJxtuw-P1uU,Otsochodzi,Nie/Nie,2017
https://www.youtube.com/watch?v=Sh012WwYOKo,Sitek,Chcemy być wyżej,2016
https://www.youtube.com/watch?v=m9WausKeEpg,Young Multi,Plecak,2017
https://www.youtube.com/watch?v=jru-cV-nYUw,Grubson ft. Emilia,Naprawimy To,2011
https://www.youtube.com/watch?v=_29dLT6OMTU,Kizo,Disney,2021
https://www.youtube.com/watch?v=pImrABc4s58,Tymek,Język ciała,2019
https://www.youtube.com/watch?v=U2waT9TxPU0,Flo Rida ft. T-Pain,Low,2008
https://www.youtube.com/watch?v=cZETzhCqc2k,Guru Josh Project,Infinity 2008,2008
https://www.youtube.com/watch?v=w15oWDh02K4,Gigi D’Agostino,L’Amour Toujours,1999
https://www.youtube.com/watch?v=ymNFyxvIdaM,Bomfunk mc's,Freestyler,1999
https://www.youtube.com/watch?v=qvv7t8Y0iWk,Jeden Osiem L,Jak zapomnieć?,2003
https://www.youtube.com/watch?v=y6120QOlsfU,Darude,Sandstorm,2000
